date,item_reference,product_name,description,size,price,category,product_type,quantity
11/15/2018,3889369,Vodka 1L  40% acl. (Single Bottle),Vodka 1L  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,49
11/15/2018,3889371,Authentic VSOP 70cl  40% acl. (Single Bottle),Authentic VSOP 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,43
11/15/2018,3889374,Prosecco Spumante 75cl  11% acl. (Single Bottle),Prosecco Spumante 75cl  11% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,214
11/15/2018,3889375,70cl  40% acl. (Single Bottle),70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,251
11/15/2018,3889378,Merlot 75cl  12.5% acl. (Single Bottle),Merlot 75cl  12.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,90
11/15/2018,3889379,Citrus Flavour - 1L  37.70% acl. (Single Bottle),Citrus Flavour - 1L  37.70% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,44
11/15/2018,3889380,Orange Flavour - 1L  37.50% acl. (Single Bottle),Orange Flavour - 1L  37.50% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,40
11/15/2018,3889382,Cuvee Special White - 75cl  12.5% acl. ( Single Bottle),Cuvee Special White - 75cl  12.5% acl. ( Single Bottle),,4000,Drinks & Groceries,blackfriday,105
11/15/2018,3889384,Green  Flavour - 1L  37.5% acl. (Single Bottle),Green  Flavour - 1L  37.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,34
11/15/2018,3889385,Cabernet Blush 75cl  14% acl. (Single Bottle),Cabernet Blush 75cl  14% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,129
11/15/2018,3889386,VSOP 70cl  40% acl (Single Bottle) Gift Box,VSOP 70cl  40% acl (Single Bottle) Gift Box,,4000,Drinks & Groceries,blackfriday,22
11/15/2018,3889391,Cherries Fruit Wine - 100cl  10% acl. (Single Bottle),Cherries Fruit Wine - 100cl  10% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,29
11/15/2018,3889392,Sparkling Brut 75cl  9.5% acl. (Single Bottle),Sparkling Brut 75cl  9.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,187
11/15/2018,3889394,Blue Label - 70cl  40% acl. (Single Bottle),Blue Label - 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,51
11/15/2018,3889399,Heredad Rose - 75cl single Bottle,Heredad Rose - 75cl single Bottle,,4000,Drinks & Groceries,blackfriday,192
11/15/2018,3889416,Gold Label Reserve - 75cl  40% acl. (Single Bottle),Gold Label Reserve - 75cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,118
11/15/2018,3889436,Pine - 1L  37.50% acl. (Single Bottle),Pine - 1L  37.50% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,30
11/15/2018,3889439,ce Prestige 75cl  12% acl. (Single Bottle),ce Prestige 75cl  12% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,145
11/15/2018,3889440,Vodka Red - 1Ltr  40% acl. (Single Bottle),Vodka Red - 1Ltr  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,91
11/15/2018,3889441,Tequila A Fusion Choco 75cl  35% acl. (Single Bottle),Tequila A Fusion Choco 75cl  35% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,79
11/15/2018,3889460,Cuvee Speciale Nature Sweet 75cl  12.5% acl. (Single Bottle),Cuvee Speciale Nature Sweet 75cl  12.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,57
11/15/2018,3889461,Pink Moscato - 75cl  9% acl. - Single Bottle,Pink Moscato - 75cl  9% acl. - Single Bottle,,4000,Drinks & Groceries,blackfriday,29
11/15/2018,3889465,D'Abruzzo Red Wine 75cl  12% acl. (Single Bottle),D'Abruzzo Red Wine 75cl  12% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,96
11/15/2018,3889467,Red Label - 70cl  40% acl. (Single Bottle),Red Label - 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,118
11/15/2018,3889468,Spanish - 75cl   36% acl. (Single Bottle),Spanish - 75cl   36% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,125
11/15/2018,3889471,Lambrusco 75cl  10% acl. (Single Bottle),Lambrusco 75cl  10% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,94
11/15/2018,3889472,Brut Imperial Festive - Single Bottle,Brut Imperial Festive - Single Bottle,,4000,Drinks & Groceries,blackfriday,107
11/15/2018,3889474,Chardonnay - 75cl  13.5% acl. (Single Bottle),Chardonnay - 75cl  13.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,107
11/15/2018,3889477,Necta Rose Sparkling wine (French) -75cl  (Single Bottle),Necta Rose Sparkling wine (French) -75cl  (Single Bottle),,4000,Drinks & Groceries,blackfriday,47
11/15/2018,3889478,Carta Oro 75cl  37.5% acl.  - Single Bottle,Carta Oro 75cl  37.5% acl.  - Single Bottle,,4000,Drinks & Groceries,blackfriday,86
11/15/2018,3889481,Rosso Ciccolata 75cl  10.50% acl. (Single Bottle),Rosso Ciccolata 75cl  10.50% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,91
11/15/2018,3889482,XO 70cl  40% acl. (Single Bottle),XO 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,101
11/15/2018,3889483,Sauvignon Blanc - New Zealand - 75cl  13.5% acl.(Single Bottle),Sauvignon Blanc - New Zealand - 75cl  13.5% acl.(Single Bottle),,4000,Drinks & Groceries,blackfriday,98
11/15/2018,3889486,Moscato 75cl  9.5% acl. (Single Bottle),Moscato 75cl  9.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,22
11/15/2018,3889487,PASSION FRUIT - 70cl  20% acl. (Single Bottle),PASSION FRUIT - 70cl  20% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,46
11/15/2018,3889488,Momento D Oro 75cl  11% acl. (Single Bottle),Momento D Oro 75cl  11% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,130
11/15/2018,3889489,Vodka Original 1L  40% acl ( Single Bottle),Vodka Original 1L  40% acl ( Single Bottle),,4000,Drinks & Groceries,blackfriday,46
11/15/2018,3889491,Thomas Barton Graves 2016 AOC - 75cl (Single Bottle),Thomas Barton Graves 2016 AOC - 75cl (Single Bottle),,4000,Drinks & Groceries,blackfriday,12
11/15/2018,3889493,Moscato- 75cl - Single Bottle,Moscato- 75cl - Single Bottle,,4000,Drinks & Groceries,blackfriday,50
11/15/2018,3889494,Rioja 2005 - 75cl ( Single Bottle),Rioja 2005 - 75cl ( Single Bottle),,4000,Drinks & Groceries,blackfriday,9
11/15/2018,3889496,Rose - 75cl  9.50% acl. - Single Bottle,Rose - 75cl  9.50% acl. - Single Bottle,,4000,Drinks & Groceries,blackfriday,69
11/15/2018,3889497,Blue - 1Ltr  40% acl. (Single Bottle),Blue - 1Ltr  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,102
11/15/2018,3889498,Cab Sauvigon 75cl  12.5% acl. (Single Bottle),Cab Sauvigon 75cl  12.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,50
11/15/2018,3889499,Du Pape Red Wine 75cl  15% acl.  - Single Bottle,Du Pape Red Wine 75cl  15% acl.  - Single Bottle,,4000,Drinks & Groceries,blackfriday,75
11/15/2018,3889500,Vodka Flasche 75cl  40% acl. (Single Bottle),Vodka Flasche 75cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,67
11/15/2018,3889501,Ice Sparkling Wine (ROSE) 75cl  10.5% acl. (Single Bottle),Ice Sparkling Wine (ROSE) 75cl  10.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,58
11/15/2018,3889503,Gingseng Liquor 70cl  35% acl. (Single Bottle),Gingseng Liquor 70cl  35% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,48
11/15/2018,3889512,VS Cognac 70cl  40% acl. (Single Bottle),VS Cognac 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,24
11/15/2018,3889513,Ice Sparkling Wine 75cl  10.5% acl. (Single Bottle),Ice Sparkling Wine 75cl  10.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,51
11/15/2018,3889514,Pink Moscato - 75cl  10% acl. - Single Bottle,Pink Moscato - 75cl  10% acl. - Single Bottle,,4000,Drinks & Groceries,blackfriday,23
11/15/2018,3889515,Vina Heredad Tinto -  Red Wine - 75cl Single Bottle,Vina Heredad Tinto -  Red Wine - 75cl Single Bottle,,4000,Drinks & Groceries,blackfriday,35
11/15/2018,3889518,Red - 75cl  13% acl. - Single Bottle,Red - 75cl  13% acl. - Single Bottle,,4000,Drinks & Groceries,blackfriday,47
11/15/2018,3889519,Blue Vodka 70cl  37.5% acl. (Single Bottle),Blue Vodka 70cl  37.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,13
11/15/2018,3889520,Royal Sparkling Rose Wine 75cl  11% acl. (Single Bottle),Royal Sparkling Rose Wine 75cl  11% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,33
11/15/2018,3889521,Cabernet Äì Syrah Red Wine 75cl  13% acl. (Single Bottle),Cabernet Äì Syrah Red Wine 75cl  13% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,14
11/15/2018,3889522,Viudas Heredad Brut - 75cl (Single Bottle),Viudas Heredad Brut - 75cl (Single Bottle),,4000,Drinks & Groceries,blackfriday,53
11/15/2018,3889523,VSOP Cognac 70cl  40% acl. (Single Bottle),VSOP Cognac 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,61
11/15/2018,3889524,Vanille Vodka 70cl  37.5% acl. (Single Bottle),Vanille Vodka 70cl  37.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,38
11/15/2018,3889525,Honey Whisky 70cl  40% acl. (Single Bottle),Honey Whisky 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,52
11/15/2018,3889527,Moscato 75cl  10% acl. (Single Bottle),Moscato 75cl  10% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,43
11/15/2018,3889528,White - 75cl  9.50% acl.- Single Bottle,White - 75cl  9.50% acl.- Single Bottle,,4000,Drinks & Groceries,blackfriday,36
11/15/2018,3889529,Imperial Brut 75cl 12% acl. with an Ice Bucket for Every 6 Bottles,Imperial Brut 75cl 12% acl. with an Ice Bucket for Every 6 Bottles,,4000,Drinks & Groceries,blackfriday,71
11/15/2018,3889530,Green Passion Liqueur 70cl  16% acl. - Single Bottle,Green Passion Liqueur 70cl  16% acl. - Single Bottle,,4000,Drinks & Groceries,blackfriday,23
11/15/2018,3889531,Rose Liqueur 70cl  20% acl. - Single Bottle,Rose Liqueur 70cl  20% acl. - Single Bottle,,4000,Drinks & Groceries,blackfriday,22
11/15/2018,3889532,Merlot Red Wine 75cl  9.75% acl. ( Single Bottle),Merlot Red Wine 75cl  9.75% acl. ( Single Bottle),,4000,Drinks & Groceries,blackfriday,25
11/15/2018,3889533,Cherry Sleeve Brandy 75cl  36% acl. (Single Bottle),Cherry Sleeve Brandy 75cl  36% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,26
11/15/2018,3889535,Original - 70cl  17% acl. - Single Bottle,Original - 70cl  17% acl. - Single Bottle,,4000,Drinks & Groceries,blackfriday,142
11/15/2018,3889536,Rose - 75cl (Single Bottle),Rose - 75cl (Single Bottle),,4000,Drinks & Groceries,blackfriday,21
11/15/2018,3889537,"Louis Roederer Cristal Brut 2009 (Giftbox) - 750ml, 12% acl. (Single Bottle)","Louis Roederer Cristal Brut 2009 (Giftbox) - 750ml, 12% acl. (Single Bottle)",,4000,Drinks & Groceries,blackfriday,42
11/15/2018,3889538,Vodka - 75cl (Single Bottle),Vodka - 75cl (Single Bottle),,4000,Drinks & Groceries,blackfriday,13
11/15/2018,3889539,Roederer Vintage (Deluxe Box) - 750ml 12% acl. (Single Bottle),Roederer Vintage (Deluxe Box) - 750ml 12% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,60
11/15/2018,3889540,Vodka Original 1L  40% acl.  - Single Bottle,Vodka Original 1L  40% acl.  - Single Bottle,,4000,Drinks & Groceries,blackfriday,122
11/15/2018,3889541,Red - 75cl  11.50% acl. - Single Bottle,Red - 75cl  11.50% acl. - Single Bottle,,4000,Drinks & Groceries,blackfriday,196
11/15/2018,3889542,Cognac VS 70cl  40% acl. (Single Bottle),Cognac VS 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,24
11/15/2018,3889544,MG Gin With Gift Bag 70cl  37.5% acl. (Single Bottle),MG Gin With Gift Bag 70cl  37.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,19
11/15/2018,3889546,Black Label - 70cl  40% acl. (Single Bottle),Black Label - 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,312
11/15/2018,3889547,Rosado 75cl  12% acl. (Single Bottle),Rosado 75cl  12% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,23
11/15/2018,3889548,Sud Merlot Red Wine 75cl  9.75% acl. (Single Bottle),Sud Merlot Red Wine 75cl  9.75% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,7
11/15/2018,3889550,XO Brandy 75cl  37.5% acl. (Single Bottle),XO Brandy 75cl  37.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,7
11/15/2018,3889552,Viudas Heredad Rose - 75cl  12% acl. (Single Bottle),Viudas Heredad Rose - 75cl  12% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,16
11/15/2018,3889555,Brut Luminous 75cl  12.5% acl. (Single bottle),Brut Luminous 75cl  12.5% acl. (Single bottle),,4000,Drinks & Groceries,blackfriday,67
11/15/2018,3889557,Vina Heredad Blanco  White Wine - 75cl  12% acl. (Single Bottle),Vina Heredad Blanco  White Wine - 75cl  12% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,20
11/15/2018,3889559,Brandy 70cl  40% acl. (Single Bottle),Brandy 70cl  40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,11
11/15/2018,3889560,Reisling 75cl  13.50% acl. (Single Bottle),Reisling 75cl  13.50% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,29
11/15/2018,3889561,Sweet Red 75cl  12.5 % acl.  (Single Bottle),Sweet Red 75cl  12.5 % acl.  (Single Bottle),,4000,Drinks & Groceries,blackfriday,26
11/15/2018,3889564,Red La Chanson Sparkling Wine 75cl  7.5% acl. (Single Bottle),Red La Chanson Sparkling Wine 75cl  7.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,13
11/15/2018,3889565,White Le Domaine Sparkling Wine 75cl  7.69% acl. (Single Bottle),White Le Domaine Sparkling Wine 75cl  7.69% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,15
11/15/2018,3889566,La Fleurette Rose Sparkling Wine 75cl  7.5% acl. (Single Bottle),La Fleurette Rose Sparkling Wine 75cl  7.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,10
11/15/2018,3889577,Cranberry Liqueur 70cl  37.5% acl. (Single Bottle),Cranberry Liqueur 70cl  37.5% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,7
11/15/2018,3889580,Vodka 1Ltr  37% acl. (Single Bottle),Vodka 1Ltr  37% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,7
11/15/2018,3889585,Nectar Rose Magnum - 1.5L  12% acl. (Single Bottle),Nectar Rose Magnum - 1.5L  12% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,13
11/15/2018,3889589,18 years Whiskey 75cl 40% acl. (Single Bottle),19 years Whiskey 75cl 40% acl. (Single Bottle),,4000,Drinks & Groceries,blackfriday,95
11/15/2018,3889611,"Hennessy VS 35cl, 40% acl. (Single bottle)","Hennessy VS 35cl, 40% acl. (Single bottle)",,4000,Drinks & Groceries,blackfriday,88
11/15/2018,3889625,J&W Sparkling Red Grape Juice Premium (Single Bottle),J&W Sparkling Red Grape Juice Premium (Single Bottle),,4000,Drinks & Groceries,blackfriday,22
11/15/2018,3889626,Chamdor Red 75cl Non-Alcohol (Single Bottle),Chamdor Red 75cl Non-Alcohol (Single Bottle),,4000,Drinks & Groceries,blackfriday,89
11/15/2018,3889627,To Selli Spumante Red 75cl Non-Alcohol (Single Bottle),To Selli Spumante Red 75cl Non-Alcohol (Single Bottle),,4000,Drinks & Groceries,blackfriday,25
11/15/2018,3889642,Pen Nose Trimmer 5640-326 - Silver,Pen Nose Trimmer 5640-326 - Silver,,4000,"Beauty, Health & Personal Care",blackfriday,8
11/15/2018,3889646,5640-116 Micro Finish Elegant Trimmer for Ladies  - Silver&Black,5640-116 Micro Finish Elegant Trimmer for Ladies  - Silver&Black,,4000,"Beauty, Health & Personal Care",blackfriday,7
11/15/2018,3889649,Philips HC3100 Home Hair Clipper Series 3000 - Black,Philips HC3100 Home Hair Clipper Series 3000 - Black,,4000,"Beauty, Health & Personal Care",blackfriday,18
11/15/2018,3889688,HP8640-50 GiftPack Hairdryer and Straightener Set - Purple,HP8640-50 GiftPack Hairdryer and Straightener Set - Purple,,4000,"Beauty, Health & Personal Care",blackfriday,14
11/15/2018,3889689,HP8643-00 Hairdryer and Straightener Set - Pink,HP8643-00 Hairdryer and Straightener Set - Pink,,4000,"Beauty, Health & Personal Care",blackfriday,15
11/15/2018,3889695,SCH400/00 Baby Care Set,SCH400/00 Baby Care Set,,4000,"Baby, Kids and Toys",blackfriday,15
11/15/2018,3889738,SCF564/62 Classic+ Baby Bottle  2 Bottles (260ml/9oz) -  Pink,SCF564/62 Classic+ Baby Bottle  2 Bottles (260ml/9oz) -  Pink,,4000,"Baby, Kids and Toys",blackfriday,9
11/15/2018,3889740,SCF633/27 BPA-Free Medium Flow Classic Nipple (3 Holes)  3 Months+,SCF633/27 BPA-Free Medium Flow Classic Nipple (3 Holes)  3 Months+,,4000,"Baby, Kids and Toys",blackfriday,9
11/15/2018,3889781,"Philips Avent SCF151/00 Newborn Baby Soother, 0-2 Months","Philips Avent SCF151/00 Newborn Baby Soother, 0-2 Months",,4000,"Baby, Kids and Toys",blackfriday,7
11/15/2018,3889782,Philips Avent SCF135/06 Milk Powder Dispenser,Philips Avent SCF135/06 Milk Powder Dispenser,,4000,"Baby, Kids and Toys",blackfriday,10
11/15/2018,3889783,Nuby 6 Set Spoons,Nuby 6 Set Spoons,,4000,"Baby, Kids and Toys",blackfriday,11
11/15/2018,3889784,"Philips Avent SCF782/20 Grown Up Cup (260ml/9oz), 12 Months+ | Blue","Philips Avent SCF782/20 Grown Up Cup (260ml/9oz), 12 Months+ | Blue",,4000,"Baby, Kids and Toys",blackfriday,15
11/15/2018,3890145,PSP 650VA 390W/230V UPS,PSP 650VA 390W/230V UPS,,4000,Automobile & Industrial,blackfriday,12
11/15/2018,3890190,P200 Inverter Battery - 100Ah/12V,P200 Inverter Battery - 100Ah/12V,,4000,Automobile & Industrial,blackfriday,17
11/15/2018,3890202,iPower 200Bi Block Top Terminal Hybrid 200AH Gel Battery,iPower 200Bi Block Top Terminal Hybrid 200AH Gel Battery,,4000,Automobile & Industrial,blackfriday,62
11/15/2018,3890205,iPowerPlus 5KVA/48V Inverter,iPowerPlus 5KVA/48V Inverter,,4000,Automobile & Industrial,blackfriday,9
11/15/2018,3890249,"iPhone 6 4.7"" 1GB, 32GB ROM, iOS 8, 8MP + 1.5MP Smartphone - Space Grey","iPhone 6 4.7"" 1GB, 32GB ROM, iOS 8, 8MP + 1.5MP Smartphone - Space Grey",,4000,Phones and Tablets,blackfriday,20
11/15/2018,3890263,"Galaxy J7 Prime 5.5"" 3GB, 16GB ROM, Android 6.0, 13MP + 8MP Smartphone - Black","Galaxy J7 Prime 5.5"" 3GB, 16GB ROM, Android 6.0, 13MP + 8MP Smartphone - Black",,4000,Phones and Tablets,blackfriday,7
11/15/2018,3890300,S8+ 6.2-Inch (4GB  64GB ROM)  Android 7.0  12MP + 8MP Smartphone-Midnight Black,S8+ 6.2-Inch (4GB  64GB ROM)  Android 7.0  12MP + 8MP Smartphone-Midnight Black,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3890316,A5 (2017) 5.2-Inch (3GB  32GB ROM)  Android 6.0.1  16MP + 16MP Smartphone-Black,A5 (2017) 5.2-Inch (3GB  32GB ROM)  Android 6.0.1  16MP + 16MP Smartphone-Black,,4000,Phones and Tablets,blackfriday,17
11/15/2018,3890357,J7 Neo 5.5 inch (2GB  16GB ROM) Android 7.0  13MP + 5MP Smartphone - Gold,J7 Neo 5.5 inch (2GB  16GB ROM) Android 7.0  13MP + 5MP Smartphone - Gold,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3890363,A5 (2017) 5.2-Inch (3GB  32GB ROM)  Android 6.0.1  16MP + 16MP Smartphone-Gold,A5 (2017) 5.2-Inch (3GB  32GB ROM)  Android 6.0.1  16MP + 16MP Smartphone-Gold,,4000,Phones and Tablets,blackfriday,17
11/15/2018,3890452,iPhone X 5.8-Inch (3GB  64GB ROM)  iOS 11  12MP + 7MP Smartphone-Silver,iPhone X 5.8-Inch (3GB  64GB ROM)  iOS 11  12MP + 7MP Smartphone-Silver,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3890454,Galaxy Note 8 6.3-Inch (6GB  64GB ROM)  Android 7.1  12MP + 8MP Smartphone-Gold,Galaxy Note 8 6.3-Inch (6GB  64GB ROM)  Android 7.1  12MP + 8MP Smartphone-Gold,,4000,Phones and Tablets,blackfriday,8
11/15/2018,3890455,Galaxy J5 Pro 5.2-Inch (2GB  16GB ROM)  Android 7.0  13MP + 13MP Smartphone-Gold,Galaxy J5 Pro 5.2-Inch (2GB  16GB ROM)  Android 7.0  13MP + 13MP Smartphone-Gold,,4000,Phones and Tablets,blackfriday,27
11/15/2018,3890456,2 5-Inch (1GB  8GB ROM)  Android 7.0  8MP + 5MP Smartphone - Pewter White,3 5-Inch (1GB  8GB ROM)  Android 7.0  8MP + 5MP Smartphone - Pewter White,,4000,Phones and Tablets,blackfriday,451
11/15/2018,3890457,Galaxy J5 Pro 5.2-Inch (2GB  16GB ROM)  Android 7.0  13MP + 13MP Smartphone-Black,Galaxy J5 Pro 5.2-Inch (2GB  16GB ROM)  Android 7.0  13MP + 13MP Smartphone-Black,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3890471,"230 2.8 Inch - 16MB, 16MB ROM - Dual Sim 2MP Feature Phone - Silver","231 2.8 Inch - 16MB, 16MB ROM - Dual Sim 2MP Feature Phone - Silver",,4000,Phones and Tablets,blackfriday,51
11/15/2018,3890480,"Nokia 130 2.4 Inch (4MB RAM, 8MB ROM) Dual Sim Feature Phone - Black","Nokia 130 2.4 Inch (4MB RAM, 8MB ROM) Dual Sim Feature Phone - Black",,4000,Phones and Tablets,blackfriday,50
11/15/2018,3890483,"216 2.4 Inch - 16MB RAM, 16MB ROM - Dual Sim 0.3MP Feature Phone - Black","217 2.4 Inch - 16MB RAM, 16MB ROM - Dual Sim 0.3MP Feature Phone - Black",,4000,Phones and Tablets,blackfriday,34
11/15/2018,3890484,105 - 4MB - Dual Sim - Black,106 - 4MB - Dual Sim - Black,,4000,Phones and Tablets,blackfriday,28
11/15/2018,3890497,"T484 2.8-Inch - 8MB, 8MB ROM - Dual Sim, VGA Feature Phone - Black","T484 2.8-Inch - 8MB, 8MB ROM - Dual Sim, VGA Feature Phone - Black",,4000,Phones and Tablets,blackfriday,76
11/15/2018,3890510,innjoo one flip cover | White,innjoo one flip cover | White,,4000,Phones and Tablets,blackfriday,22
11/15/2018,3890511,Flip Case For Infinix X551 - Black,Flip Case For Infinix X551 - Black,,4000,Phones and Tablets,blackfriday,241
11/15/2018,3890520,RP-U12 1A Wall Charger With Micro-USB Cable - White,RP-U12 1A Wall Charger With Micro-USB Cable - White,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3890521,iPhone USB Power Adapter + Free Cable - White,iPhone USB Power Adapter + Free Cable - White,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3890524,innjoo one flip cover | Black,innjoo one flip cover | Black,,4000,Phones and Tablets,blackfriday,15
11/15/2018,3890533,XPRO IPAD HOLDER,XPRO IPAD HOLDER,,4000,Phones and Tablets,blackfriday,42
11/15/2018,3890535,Infinix Note 2 Glass Screen Protector,Infinix Note 2 Glass Screen Protector,,4000,Phones and Tablets,blackfriday,22
11/15/2018,3890536,Cartoon Pouch Phone Case,Cartoon Pouch Phone Case,,4000,Phones and Tablets,blackfriday,57
11/15/2018,3890537,Nokia USB Car Charger | Black,Nokia USB Car Charger | Black,,4000,Phones and Tablets,blackfriday,20
11/15/2018,3890540,Infinix Hotnote X551 Glass Screen Protector,Infinix Hotnote X551 Glass Screen Protector,,4000,Phones and Tablets,blackfriday,18
11/15/2018,3890541,InnJoo F3 Screen Protector,InnJoo F3 Screen Protector,,4000,Phones and Tablets,blackfriday,21
11/15/2018,3890542,Innjoo F3 Case | White,Innjoo F3 Case | White,,4000,Phones and Tablets,blackfriday,12
11/15/2018,3890543,Innjoo i1K Cover | Black,Innjoo i1K Cover | Black,,4000,Phones and Tablets,blackfriday,25
11/15/2018,3890544,Samsung S5 Battery,Samsung S5 Battery,,4000,Phones and Tablets,blackfriday,8
11/15/2018,3890545,XPRO IPHONE 6 SPORT POCKET Red,XPRO IPHONE 6 SPORT POCKET Red,,4000,Phones and Tablets,blackfriday,29
11/15/2018,3890546,Samsung Mini USB Fan,Samsung Mini USB Fan,,4000,Phones and Tablets,blackfriday,43
11/15/2018,3890547,Innjoo i1K Cover | White,Innjoo i1K Cover | White,,4000,Phones and Tablets,blackfriday,18
11/15/2018,3890550,Silver Square Pattern Back Cover for iPhone 6 - Pink,Silver Square Pattern Back Cover for iPhone 6 - Pink,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3890551,Gionee M6 Hard Screen Protector,Gionee M6 Hard Screen Protector,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3890552,Samsung S4 Battery,Samsung S4 Battery,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3890554,Gionee S6S Hard Screen Protector,Gionee S6S Hard Screen Protector,,4000,Phones and Tablets,blackfriday,11
11/15/2018,3890556,Innjoo One Screen Protector,Innjoo One Screen Protector,,4000,Phones and Tablets,blackfriday,77
11/15/2018,3890557,Newage G-Guard Charger,Newage G-Guard Charger,,4000,Phones and Tablets,blackfriday,18
11/15/2018,3890560,iPhone 8 Plus Screen Protector,iPhone 8 Plus Screen Protector,,4000,Phones and Tablets,blackfriday,9
11/15/2018,3890563,XPRO IPHONE 6 SPORT POCKET Blue,XPRO IPHONE 6 SPORT POCKET Blue,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3890564,Trigger iPhone 6S Case | Red,Trigger iPhone 6S Case | Red,,4000,Phones and Tablets,blackfriday,13
11/15/2018,3890566,Xpro iPhone 6 Sport Pocket - Black,Xpro iPhone 6 Sport Pocket - Black,,4000,Phones and Tablets,blackfriday,12
11/15/2018,3890571,STK Mains Charger Black + Dual USB,STK Mains Charger Black + Dual USB,,4000,Phones and Tablets,blackfriday,31
11/15/2018,3890572,Tecno Phantom 6 Hard Screen Protector,Tecno Phantom 6 Hard Screen Protector,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3890573,Tecno CX Air Hard Screen,Tecno CX Air Hard Screen,,4000,Phones and Tablets,blackfriday,9
11/15/2018,3890579,Samsung S8 Screen Protector | Black,Samsung S8 Screen Protector | Black,,4000,Phones and Tablets,blackfriday,16
